X,Y,SAMPLE_1
481866.550,621191.155,113
481876.550,621191.155,113
481886.550,621191.155,113
481896.550,621191.155,113
481906.550,621191.155,113
481916.550,621191.155,113
481926.550,621191.155,113
481936.550,621191.155,113
481946.550,621191.155,113
481956.550,621191.155,113
481966.550,621191.155,121
481976.550,621191.155,121
481986.550,621191.155,121
481996.550,621191.155,121
482006.550,621191.155,121
482016.550,621191.155,121
482026.550,621191.155,121
482036.550,621191.155,121
482046.550,621191.155,121
482056.550,621191.155,125
482066.550,621191.155,125
482076.550,621191.155,125
482086.550,621191.155,125
482096.550,621191.155,125
482106.550,621191.155,125
482116.550,621191.155,125
482126.550,621191.155,125
482136.550,621191.155,125
482146.550,621191.155,126
482156.550,621191.155,126
482166.550,621191.155,126
482176.550,621191.155,126
482186.550,621191.155,126
482196.550,621191.155,126
482206.550,621191.155,126
482216.550,621191.155,126
482226.550,621191.155,126
482236.550,621191.155,148
482246.550,621191.155,148
482256.550,621191.155,148
482266.550,621191.155,148
482276.550,621191.155,148
482286.550,621191.155,148
482296.550,621191.155,148
482306.550,621191.155,148
482316.550,621191.155,148
482326.550,621191.155,148
482336.550,621191.155,154
482346.550,621191.155,154
482356.550,621191.155,154
482366.550,621191.155,154
482376.550,621191.155,154
482386.550,621191.155,154
482396.550,621191.155,154
482406.550,621191.155,154
482416.550,621191.155,154
482426.550,621191.155,129
482436.550,621191.155,129
482446.550,621191.155,129
482456.550,621191.155,129
482466.550,621191.155,129
482476.550,621191.155,129
482486.550,621191.155,129
482496.550,621191.155,129
482506.550,621191.155,129
482516.550,621191.155,106
482526.550,621191.155,106
482536.550,621191.155,106
482546.550,621191.155,106
482556.550,621191.155,106
482566.550,621191.155,106
482576.550,621191.155,106
482586.550,621191.155,106
482596.550,621191.155,106
482606.550,621191.155,107
482616.550,621191.155,107
482626.550,621191.155,107
482636.550,621191.155,107
482646.550,621191.155,107
482656.550,621191.155,107
482666.550,621191.155,107
482676.550,621191.155,107
482686.550,621191.155,107
482696.550,621191.155,133
482706.550,621191.155,133
482716.550,621191.155,133
482726.550,621191.155,133
482736.550,621191.155,133
482746.550,621191.155,133
482756.550,621191.155,133
482766.550,621191.155,133
482776.550,621191.155,133
482786.550,621191.155,133
482796.550,621191.155,144
482806.550,621191.155,144
482816.550,621191.155,144
482826.550,621191.155,144
482836.550,621191.155,144
482846.550,621191.155,144
482856.550,621191.155,144
482866.550,621191.155,144
482876.550,621191.155,144
482886.550,621191.155,124
482896.550,621191.155,124
482906.550,621191.155,124
482916.550,621191.155,124
482926.550,621191.155,124
482936.550,621191.155,124
482946.550,621191.155,124
482956.550,621191.155,124
482966.550,621191.155,124
482976.550,621191.155,102
482986.550,621191.155,102
482996.550,621191.155,102
483006.550,621191.155,102
483016.550,621191.155,102
479236.550,621181.155,86
479246.550,621181.155,86
479256.550,621181.155,86
479266.550,621181.155,86
479276.550,621181.155,86
479286.550,621181.155,86
479296.550,621181.155,86
479306.550,621181.155,86
479316.550,621181.155,86
479326.550,621181.155,86
479336.550,621181.155,86
479346.550,621181.155,86
479356.550,621181.155,86
479366.550,621181.155,86
479376.550,621181.155,86
479386.550,621181.155,86
479396.550,621181.155,86
479406.550,621181.155,86
479416.550,621181.155,86
479426.550,621181.155,86
479436.550,621181.155,86
479446.550,621181.155,86
479456.550,621181.155,86
479466.550,621181.155,86
479476.550,621181.155,86
479486.550,621181.155,86
479496.550,621181.155,86
479506.550,621181.155,86
479516.550,621181.155,86
479526.550,621181.155,86
479536.550,621181.155,86
479546.550,621181.155,86
479556.550,621181.155,86
479566.550,621181.155,86
479576.550,621181.155,86
479586.550,621181.155,86
479596.550,621181.155,86
479606.550,621181.155,86
479616.550,621181.155,86
479626.550,621181.155,86
479636.550,621181.155,86
479646.550,621181.155,86
479656.550,621181.155,86
479666.550,621181.155,86
479676.550,621181.155,86
479686.550,621181.155,86
479696.550,621181.155,86
479706.550,621181.155,86
479716.550,621181.155,86
479726.550,621181.155,86
479736.550,621181.155,86
479746.550,621181.155,86
479756.550,621181.155,86
479766.550,621181.155,86
479776.550,621181.155,86
479786.550,621181.155,86
479796.550,621181.155,86
479806.550,621181.155,86
479816.550,621181.155,86
479826.550,621181.155,86
479836.550,621181.155,86
479846.550,621181.155,86
479856.550,621181.155,86
479866.550,621181.155,86
479876.550,621181.155,86
479886.550,621181.155,86
479896.550,621181.155,86
479906.550,621181.155,86
479916.550,621181.155,86
479926.550,621181.155,86
479936.550,621181.155,111
479946.550,621181.155,111
479956.550,621181.155,111
479966.550,621181.155,111
479976.550,621181.155,111
479986.550,621181.155,111
479996.550,621181.155,111
480006.550,621181.155,111
480016.550,621181.155,111
480026.550,621181.155,121
480036.550,621181.155,121
480046.550,621181.155,121
480056.550,621181.155,121
480066.550,621181.155,121
480076.550,621181.155,121
480086.550,621181.155,121
480096.550,621181.155,121
480106.550,621181.155,121
480116.550,621181.155,123
480126.550,621181.155,123
480136.550,621181.155,123
480146.550,621181.155,123
480156.550,621181.155,123
480166.550,621181.155,123
480176.550,621181.155,123
480186.550,621181.155,123
480196.550,621181.155,123
480206.550,621181.155,107
480216.550,621181.155,107
480226.550,621181.155,107
480236.550,621181.155,107
480246.550,621181.155,107
480256.550,621181.155,107
480266.550,621181.155,107
480276.550,621181.155,107
480286.550,621181.155,107
480296.550,621181.155,107
480306.550,621181.155,107
480316.550,621181.155,107
480326.550,621181.155,107
480336.550,621181.155,107
480346.550,621181.155,107
480356.550,621181.155,107
480366.550,621181.155,107
480376.550,621181.155,107
480386.550,621181.155,107
480396.550,621181.155,117
480406.550,621181.155,117
480416.550,621181.155,117
480426.550,621181.155,117
480436.550,621181.155,117
480446.550,621181.155,117
480456.550,621181.155,117
480466.550,621181.155,117
480476.550,621181.155,117
480486.550,621181.155,117
480496.550,621181.155,117
480506.550,621181.155,117
480516.550,621181.155,117
480526.550,621181.155,117
480536.550,621181.155,117
480546.550,621181.155,117
480556.550,621181.155,117
480566.550,621181.155,117
480576.550,621181.155,119
480586.550,621181.155,119
480596.550,621181.155,119
480606.550,621181.155,119
480616.550,621181.155,119
480626.550,621181.155,119
480636.550,621181.155,119
480646.550,621181.155,119
480656.550,621181.155,119
480666.550,621181.155,120
480676.550,621181.155,120
480686.550,621181.155,120
480696.550,621181.155,120
480706.550,621181.155,120
480716.550,621181.155,120
480726.550,621181.155,120
480736.550,621181.155,120
480746.550,621181.155,120
480756.550,621181.155,120
480766.550,621181.155,104
480776.550,621181.155,104
480786.550,621181.155,104
480796.550,621181.155,104
480806.550,621181.155,104
480816.550,621181.155,104
480826.550,621181.155,104
480836.550,621181.155,104
480846.550,621181.155,104
480856.550,621181.155,103
480866.550,621181.155,103
480876.550,621181.155,103
480886.550,621181.155,103
480896.550,621181.155,103
480906.550,621181.155,103
480916.550,621181.155,103
480926.550,621181.155,103
480936.550,621181.155,103
480946.550,621181.155,104
480956.550,621181.155,104
480966.550,621181.155,104
480976.550,621181.155,104
480986.550,621181.155,104
480996.550,621181.155,104
481006.550,621181.155,104
481016.550,621181.155,104
481026.550,621181.155,104
481036.550,621181.155,86
481046.550,621181.155,86
481056.550,621181.155,86
481066.550,621181.155,86
481076.550,621181.155,86
481086.550,621181.155,86
481096.550,621181.155,86
481106.550,621181.155,86
481116.550,621181.155,86
481126.550,621181.155,86
481136.550,621181.155,86
481146.550,621181.155,86
481156.550,621181.155,86
481166.550,621181.155,86
481176.550,621181.155,86
481186.550,621181.155,86
481196.550,621181.155,86
481206.550,621181.155,86
481216.550,621181.155,86
481226.550,621181.155,86
481236.550,621181.155,86
481246.550,621181.155,86
481256.550,621181.155,86
481266.550,621181.155,86
481276.550,621181.155,86
481286.550,621181.155,86
481296.550,621181.155,86
481306.550,621181.155,86
481316.550,621181.155,86
481326.550,621181.155,86
481336.550,621181.155,86
481346.550,621181.155,86
481356.550,621181.155,86
481366.550,621181.155,86
481376.550,621181.155,86
481386.550,621181.155,86
481396.550,621181.155,86
481406.550,621181.155,86
481416.550,621181.155,86
481426.550,621181.155,86
481436.550,621181.155,86
481446.550,621181.155,86
481456.550,621181.155,86
481466.550,621181.155,86
481476.550,621181.155,86
481486.550,621181.155,86
481496.550,621181.155,86
481506.550,621181.155,86
481516.550,621181.155,86
481526.550,621181.155,86
481536.550,621181.155,86
481546.550,621181.155,86
481556.550,621181.155,86
481566.550,621181.155,86
481576.550,621181.155,86
481586.550,621181.155,86
481596.550,621181.155,99
481606.550,621181.155,99
481616.550,621181.155,99
481626.550,621181.155,99
481636.550,621181.155,99
481646.550,621181.155,99
481656.550,621181.155,99
481666.550,621181.155,99
481676.550,621181.155,99
481686.550,621181.155,98
481696.550,621181.155,98
481706.550,621181.155,98
481716.550,621181.155,98
481726.550,621181.155,98
481736.550,621181.155,98
481746.550,621181.155,98
481756.550,621181.155,98
481766.550,621181.155,98
481776.550,621181.155,105
481786.550,621181.155,105
481796.550,621181.155,105
481806.550,621181.155,105
481816.550,621181.155,105
481826.550,621181.155,105
481836.550,621181.155,105
481846.550,621181.155,105
481856.550,621181.155,105
481866.550,621181.155,113
481876.550,621181.155,113
481886.550,621181.155,113
481896.550,621181.155,113
481906.550,621181.155,113
481916.550,621181.155,113
481926.550,621181.155,113
481936.550,621181.155,113
481946.550,621181.155,113
481956.550,621181.155,113
481966.550,621181.155,121
481976.550,621181.155,121
481986.550,621181.155,121
481996.550,621181.155,121
482006.550,621181.155,121
482016.550,621181.155,121
482026.550,621181.155,121
482036.550,621181.155,121
482046.550,621181.155,121
482056.550,621181.155,125
482066.550,621181.155,125
482076.550,621181.155,125
482086.550,621181.155,125
482096.550,621181.155,125
482106.550,621181.155,125
482116.550,621181.155,125
482126.550,621181.155,125
482136.550,621181.155,125
482146.550,621181.155,126
482156.550,621181.155,126
482166.550,621181.155,126
482176.550,621181.155,126
482186.550,621181.155,126
482196.550,621181.155,126
482206.550,621181.155,126
482216.550,621181.155,126
482226.550,621181.155,126
482236.550,621181.155,148
482246.550,621181.155,148
482256.550,621181.155,148
482266.550,621181.155,148
482276.550,621181.155,148
482286.550,621181.155,148
482296.550,621181.155,148
482306.550,621181.155,148
482316.550,621181.155,148
482326.550,621181.155,148
482336.550,621181.155,154
482346.550,621181.155,154
482356.550,621181.155,154
482366.550,621181.155,154
482376.550,621181.155,154
482386.550,621181.155,154
482396.550,621181.155,154
482406.550,621181.155,154
482416.550,621181.155,154
482426.550,621181.155,129
482436.550,621181.155,129
482446.550,621181.155,129
482456.550,621181.155,129
482466.550,621181.155,129
482476.550,621181.155,129
482486.550,621181.155,129
482496.550,621181.155,129
482506.550,621181.155,129
482516.550,621181.155,106
482526.550,621181.155,106
482536.550,621181.155,106
482546.550,621181.155,106
482556.550,621181.155,106
482566.550,621181.155,106
482576.550,621181.155,106
482586.550,621181.155,106
482596.550,621181.155,106
482606.550,621181.155,107
482616.550,621181.155,107
482626.550,621181.155,107
482636.550,621181.155,107
482646.550,621181.155,107
482656.550,621181.155,107
482666.550,621181.155,107
482676.550,621181.155,107
482686.550,621181.155,107
482696.550,621181.155,133
482706.550,621181.155,133
482716.550,621181.155,133
482726.550,621181.155,133
482736.550,621181.155,133
482746.550,621181.155,133
482756.550,621181.155,133
482766.550,621181.155,133
482776.550,621181.155,133
482786.550,621181.155,133
482796.550,621181.155,144
482806.550,621181.155,144
482816.550,621181.155,144
482826.550,621181.155,144
482836.550,621181.155,144
482846.550,621181.155,144
482856.550,621181.155,144
482866.550,621181.155,144
482876.550,621181.155,144
482886.550,621181.155,124
482896.550,621181.155,124
482906.550,621181.155,124
482916.550,621181.155,124
482926.550,621181.155,124
482936.550,621181.155,124
482946.550,621181.155,124
482956.550,621181.155,124
482966.550,621181.155,124
482976.550,621181.155,102
482986.550,621181.155,102
482996.550,621181.155,102
483006.550,621181.155,102
483016.550,621181.155,102
479236.550,621171.155,86
479246.550,621171.155,86
479256.550,621171.155,86
479266.550,621171.155,86
479276.550,621171.155,86
479286.550,621171.155,86
479296.550,621171.155,86
479306.550,621171.155,86
479316.550,621171.155,86
479326.550,621171.155,86
479336.550,621171.155,86
479346.550,621171.155,86
479356.550,621171.155,86
479366.550,621171.155,86
479376.550,621171.155,86
479386.550,621171.155,86
479396.550,621171.155,86
479406.550,621171.155,86
479416.550,621171.155,86
479426.550,621171.155,86
479436.550,621171.155,86
479446.550,621171.155,86
479456.550,621171.155,86
479466.550,621171.155,86
479476.550,621171.155,86
479486.550,621171.155,86
479496.550,621171.155,86
479506.550,621171.155,86
479516.550,621171.155,86
479526.550,621171.155,86
479536.550,621171.155,86
479546.550,621171.155,86
479556.550,621171.155,86
479566.550,621171.155,86
479576.550,621171.155,86
479586.550,621171.155,86
479596.550,621171.155,86
479606.550,621171.155,86
479616.550,621171.155,86
479626.550,621171.155,86
479636.550,621171.155,86
479646.550,621171.155,86
479656.550,621171.155,86
479666.550,621171.155,86
479676.550,621171.155,86
479686.550,621171.155,86
479696.550,621171.155,86
479706.550,621171.155,86
479716.550,621171.155,86
479726.550,621171.155,86
479736.550,621171.155,86
479746.550,621171.155,86
479756.550,621171.155,86
479766.550,621171.155,86
479776.550,621171.155,86
479786.550,621171.155,86
479796.550,621171.155,86
479806.550,621171.155,86
479816.550,621171.155,86
479826.550,621171.155,86
479836.550,621171.155,86
479846.550,621171.155,86
479856.550,621171.155,86
479866.550,621171.155,86
479876.550,621171.155,86
479886.550,621171.155,86
479896.550,621171.155,86
479906.550,621171.155,86
479916.550,621171.155,86
479926.550,621171.155,86
479936.550,621171.155,111
479946.550,621171.155,111
479956.550,621171.155,111
479966.550,621171.155,111
479976.550,621171.155,111
479986.550,621171.155,111
479996.550,621171.155,111
480006.550,621171.155,111
480016.550,621171.155,111
480026.550,621171.155,121
480036.550,621171.155,121
480046.550,621171.155,121
480056.550,621171.155,121
480066.550,621171.155,121
480076.550,621171.155,121
480086.550,621171.155,121
480096.550,621171.155,121
480106.550,621171.155,121
480116.550,621171.155,123
480126.550,621171.155,123
480136.550,621171.155,123
480146.550,621171.155,123
480156.550,621171.155,123
480166.550,621171.155,123
480176.550,621171.155,123
480186.550,621171.155,123
480196.550,621171.155,123
480206.550,621171.155,107
480216.550,621171.155,107
480226.550,621171.155,107
480236.550,621171.155,107
480246.550,621171.155,107
480256.550,621171.155,107
480266.550,621171.155,107
480276.550,621171.155,107
480286.550,621171.155,107
480296.550,621171.155,107
480306.550,621171.155,107
480316.550,621171.155,107
480326.550,621171.155,107
480336.550,621171.155,107
480346.550,621171.155,107
480356.550,621171.155,107
480366.550,621171.155,107
480376.550,621171.155,107
480386.550,621171.155,107
480396.550,621171.155,117
480406.550,621171.155,117
480416.550,621171.155,117
480426.550,621171.155,117
480436.550,621171.155,117
480446.550,621171.155,117
480456.550,621171.155,117
480466.550,621171.155,117
480476.550,621171.155,117
480486.550,621171.155,117
480496.550,621171.155,117
480506.550,621171.155,117
480516.550,621171.155,117
480526.550,621171.155,117
480536.550,621171.155,117
480546.550,621171.155,117
480556.550,621171.155,117
480566.550,621171.155,117
480576.550,621171.155,119
480586.550,621171.155,119
480596.550,621171.155,119
480606.550,621171.155,119
480616.550,621171.155,119
480626.550,621171.155,119
480636.550,621171.155,119
480646.550,621171.155,119
480656.550,621171.155,119
480666.550,621171.155,120
480676.550,621171.155,120
480686.550,621171.155,120
480696.550,621171.155,120
480706.550,621171.155,120
480716.550,621171.155,120
480726.550,621171.155,120
480736.550,621171.155,120
480746.550,621171.155,120
480756.550,621171.155,120
480766.550,621171.155,104
480776.550,621171.155,104
480786.550,621171.155,104
480796.550,621171.155,104
480806.550,621171.155,104
480816.550,621171.155,104
480826.550,621171.155,104
480836.550,621171.155,104
480846.550,621171.155,104
480856.550,621171.155,103
480866.550,621171.155,103
480876.550,621171.155,103
480886.550,621171.155,103
480896.550,621171.155,103
480906.550,621171.155,103
480916.550,621171.155,103
480926.550,621171.155,103
480936.550,621171.155,103
480946.550,621171.155,104
480956.550,621171.155,104
480966.550,621171.155,104
480976.550,621171.155,104
480986.550,621171.155,104
480996.550,621171.155,104
481006.550,621171.155,104
481016.550,621171.155,104
481026.550,621171.155,104
481036.550,621171.155,86
481046.550,621171.155,86
481056.550,621171.155,86
481066.550,621171.155,86
481076.550,621171.155,86
481086.550,621171.155,86
481096.550,621171.155,86
481106.550,621171.155,86
481116.550,621171.155,86
481126.550,621171.155,86
481136.550,621171.155,86
481146.550,621171.155,86
481156.550,621171.155,86
481166.550,621171.155,86
481176.550,621171.155,86
481186.550,621171.155,86
481196.550,621171.155,86
481206.550,621171.155,86
481216.550,621171.155,86
481226.550,621171.155,86
481236.550,621171.155,86
481246.550,621171.155,86
481256.550,621171.155,86
481266.550,621171.155,86
481276.550,621171.155,86
481286.550,621171.155,86
481296.550,621171.155,86
481306.550,621171.155,86
481316.550,621171.155,86
481326.550,621171.155,86
481336.550,621171.155,86
481346.550,621171.155,86
481356.550,621171.155,86
481366.550,621171.155,86
481376.550,621171.155,86
481386.550,621171.155,86
481396.550,621171.155,86
481406.550,621171.155,86
481416.550,621171.155,86
481426.550,621171.155,86
481436.550,621171.155,86
481446.550,621171.155,86
481456.550,621171.155,86
481466.550,621171.155,86
481476.550,621171.155,86
481486.550,621171.155,86
481496.550,621171.155,86
481506.550,621171.155,86
481516.550,621171.155,86
481526.550,621171.155,86
481536.550,621171.155,86
481546.550,621171.155,86
481556.550,621171.155,86
481566.550,621171.155,86
481576.550,621171.155,86
481586.550,621171.155,86
481596.550,621171.155,99
481606.550,621171.155,99
481616.550,621171.155,99
481626.550,621171.155,99
481636.550,621171.155,99
481646.550,621171.155,99
481656.550,621171.155,99
481666.550,621171.155,99
481676.550,621171.155,99
481686.550,621171.155,98
481696.550,621171.155,98
481706.550,621171.155,98
481716.550,621171.155,98
481726.550,621171.155,98
481736.550,621171.155,98
481746.550,621171.155,98
481756.550,621171.155,98
481766.550,621171.155,98
481776.550,621171.155,105
481786.550,621171.155,105
481796.550,621171.155,105
481806.550,621171.155,105
481816.550,621171.155,105
481826.550,621171.155,105
481836.550,621171.155,105
481846.550,621171.155,105
481856.550,621171.155,105
481866.550,621171.155,113
481876.550,621171.155,113
481886.550,621171.155,113
481896.550,621171.155,113
481906.550,621171.155,113
481916.550,621171.155,113
481926.550,621171.155,113
481936.550,621171.155,113
481946.550,621171.155,113
481956.550,621171.155,113
481966.550,621171.155,121
481976.550,621171.155,121
481986.550,621171.155,121
481996.550,621171.155,121
482006.550,621171.155,121
482016.550,621171.155,121
482026.550,621171.155,121
482036.550,621171.155,121
482046.550,621171.155,121
482056.550,621171.155,125
482066.550,621171.155,125
482076.550,621171.155,125
482086.550,621171.155,125
482096.550,621171.155,125
482106.550,621171.155,125
482116.550,621171.155,125
482126.550,621171.155,125
482136.550,621171.155,125
482146.550,621171.155,126
482156.550,621171.155,126
482166.550,621171.155,126
482176.550,621171.155,126
482186.550,621171.155,126
482196.550,621171.155,126
482206.550,621171.155,126
482216.550,621171.155,126
482226.550,621171.155,126
482236.550,621171.155,148
482246.550,621171.155,148
482256.550,621171.155,148
482266.550,621171.155,148
482276.550,621171.155,148
482286.550,621171.155,148
482296.550,621171.155,148
482306.550,621171.155,148
482316.550,621171.155,148
482326.550,621171.155,148
482336.550,621171.155,154
482346.550,621171.155,154
482356.550,621171.155,154
482366.550,621171.155,154
482376.550,621171.155,154
482386.550,621171.155,154
482396.550,621171.155,154
482406.550,621171.155,154
482416.550,621171.155,154
482426.550,621171.155,129
482436.550,621171.155,129
482446.550,621171.155,129
482456.550,621171.155,129
482466.550,621171.155,129
482476.550,621171.155,129
482486.550,621171.155,129
482496.550,621171.155,129
482506.550,621171.155,129
482516.550,621171.155,106
482526.550,621171.155,106
482536.550,621171.155,106
482546.550,621171.155,106
482556.550,621171.155,106
482566.550,621171.155,106
482576.550,621171.155,106
482586.550,621171.155,106
482596.550,621171.155,106
482606.550,621171.155,107
482616.550,621171.155,107
482626.550,621171.155,107
482636.550,621171.155,107
482646.550,621171.155,107
482656.550,621171.155,107
482666.550,621171.155,107
482676.550,621171.155,107
482686.550,621171.155,107
482696.550,621171.155,133
482706.550,621171.155,133
482716.550,621171.155,133
482726.550,621171.155,133
482736.550,621171.155,133
482746.550,621171.155,133
482756.550,621171.155,133
482766.550,621171.155,133
482776.550,621171.155,133
482786.550,621171.155,133
482796.550,621171.155,144
482806.550,621171.155,144
482816.550,621171.155,144
482826.550,621171.155,144
482836.550,621171.155,144
482846.550,621171.155,144
482856.550,621171.155,144
482866.550,621171.155,144
482876.550,621171.155,144
482886.550,621171.155,124
482896.550,621171.155,124
482906.550,621171.155,124
482916.550,621171.155,124
482926.550,621171.155,124
482936.550,621171.155,124
482946.550,621171.155,124
482956.550,621171.155,124
482966.550,621171.155,124
482976.550,621171.155,102
482986.550,621171.155,102
482996.550,621171.155,102
483006.550,621171.155,102
483016.550,621171.155,102
479236.550,621161.155,86
479246.550,621161.155,86
479256.550,621161.155,86
479266.550,621161.155,86
479276.550,621161.155,86
479286.550,621161.155,86
479296.550,621161.155,86
479306.550,621161.155,86
479316.550,621161.155,86
479326.550,621161.155,86
479336.550,621161.155,86
479346.550,621161.155,86
479356.550,621161.155,86
479366.550,621161.155,86
479376.550,621161.155,86
479386.550,621161.155,86
479396.550,621161.155,86
479406.550,621161.155,86
479416.550,621161.155,86
479426.550,621161.155,86
479436.550,621161.155,86
479446.550,621161.155,86
479456.550,621161.155,86
479466.550,621161.155,86
479476.550,621161.155,86
479486.550,621161.155,86
